Date,EqWt_LongOnly,EqWt_LongShort,AccWt_LongOnly,AccWt_LongShort,BnH_EqWt
2023-01-02,1.0,1.0,1.0,1.0,1.0
2023-01-03,1.000511473658877,0.9979849447337076,1.0001790943630313,0.993106270838764,1.0015996483995067
2023-01-04,0.9962885326092177,0.9965073190864788,0.9987009074169555,0.9963827211340924,0.9913860952480426
2023-01-05,0.9962885326092177,1.0067845268605193,0.9987009074169555,1.0586714416689507,0.9929934719384033
2023-01-06,0.9962885326092177,1.0129541906992052,0.9987009074169555,1.0770020126113864,0.9842353799152788
2023-01-09,0.9962885326092177,1.0104262330576053,0.9987009074169555,1.0748212020654988,0.9945220441115729
2023-01-10,0.9962885326092177,1.015059964866968,0.9987009074169555,1.088937960979241,0.9893138881951377
2023-01-11,0.9962885326092177,1.021201837691572,0.9987009074169555,1.0906858807145965,0.9863456103071687
2023-01-12,0.9962885326092177,1.0184682956478428,0.9987009074169555,1.090080763945275,0.9849134485570825
2023-01-13,0.9985098347202105,1.0194721715052426,0.9990517877986069,1.090379293499034,0.9901047718222924
2023-01-16,0.9978479085630837,1.0203526317284564,0.9992441075919685,1.0906928692745468,0.9890253022325997
2023-01-17,1.002497380149765,1.0232773581035677,1.0004685746515587,1.0919075839206964,0.9948412595513716
2023-01-18,1.0054618048663866,1.0273943480597172,1.0011023728993458,1.092671827364922,1.0000949848729372
2023-01-19,1.0058551905513713,1.027516140713162,1.0014101840338345,1.092989234119217,0.9975400819331077
2023-01-20,1.008133449468426,1.0320435312771905,1.0022043993638061,1.0940018437355283,0.9907570531068896
2023-01-23,1.0075931898280135,1.0297074096863739,1.002439627886955,1.0941408934652925,0.9947711605706917
2023-01-24,1.002911705969843,1.0252799266041188,1.0009938942749967,1.0938671751953328,0.9919861793714593
2023-01-25,1.0027305177795416,1.0323595535597871,1.000965397234485,1.1038588392886217,0.9822361899698674
2023-01-26,1.0027305177795416,1.0323595535597871,1.000965397234485,1.1038588392886217,0.9822361899698674
2023-01-27,1.0032140494471922,1.0317180076359531,1.0010414580361549,1.1096541817749428,0.9699145754493098
2023-01-30,1.0062906682411805,1.0280615474195653,1.0015252217522261,1.0663152526943207,0.9691806104467072
2023-01-31,1.0090320888419921,1.0387552669672087,1.0019551690878108,1.0879809869686947,0.9728722495872536
2023-02-01,1.0076761146265514,1.0369240509019937,1.0017429932683526,1.0987639238350007,0.9671404753466829
2023-02-02,1.0040010750897945,1.0380476951858741,1.0011672902463873,1.1146887118748388,0.9657859563898538
2023-02-03,1.0075812506530164,1.0417492778673776,1.0017298620257753,1.1153150731415447,0.9752084953456637
2023-02-06,1.010253395046473,1.0445120371887093,1.002543561364317,1.116221037086201,0.9750513698271374
2023-02-07,1.0090937634432002,1.0433130813878562,1.0023266345650503,1.1159795131602783,0.9717772956405264
2023-02-08,1.0095420027814082,1.0437765209433134,1.0024241301076577,1.116088063631175,0.9799650458927728
2023-02-09,1.0109614769160433,1.0452441307799882,1.0028010273531105,1.1165076969023933,0.9813666721601793
2023-02-10,1.0109308300117308,1.0452124446103461,1.003023051789258,1.1167548964814697,0.9788088794664495
2023-02-13,1.0162174666006039,1.050678356014748,1.0041924365935018,1.1180568767337489,0.9745533458081347
2023-02-14,1.0211639115642026,1.0557925395761232,1.010995964424856,1.1256318502156237,0.9775804608532921
2023-02-15,1.0231427323734896,1.0578384640589058,1.0138649020054153,1.1288260939422001,0.9840853342780499
2023-02-16,1.0231401295966869,1.0578357730194954,1.0144251619024682,1.1294498811843976,0.9894270696249496
2023-02-17,1.0216794973278895,1.0563256093376452,1.0115832213909817,1.1262856956992782,0.9851947729849322
2023-02-20,1.0174281748172302,1.0519301204849194,1.0054267758707702,1.1194311765859308,0.981220520981916
2023-02-21,1.0247922819239057,1.0595439513849536,1.0132906191300715,1.1281866936693334,0.9786996939416109
2023-02-22,1.0121493387537646,1.0464722741290728,0.9996840305458645,1.1130372667456792,0.9664386387976247
2023-02-23,1.0113222889696165,1.0456171783094175,0.9988999882893553,1.1121643226718185,0.9650176732084836
2023-02-24,1.0140853225439652,1.0484739089491903,1.001117573225685,1.11463335748771,0.9649386586729606
2023-02-27,1.0184216899797869,1.0529573266804226,1.010542380847009,1.1251268352205837,0.9594356444396385
2023-02-28,1.0130987934864601,1.047453925764127,1.006149230530875,1.1202355497034961,0.9540691055444958
2023-03-01,1.0169393503336133,1.051424719503627,1.0096961383071592,1.124184638031494,0.9630602249365823
2023-03-02,1.0123066390585385,1.046634908635025,1.0056397116234592,1.1196682569242413,0.9598734403694724
2023-03-03,1.018457236828106,1.052994078955778,1.0153249247927882,1.1304516673463854,0.9688494966724709
2023-03-06,1.0235441117929103,1.058253454631687,1.0202204648343574,1.1359023080894777,0.9738752239088243
2023-03-07,1.0235441117929103,1.058253454631687,1.0202204648343574,1.1359023080894777,0.9738752239088243
2023-03-08,1.0229469457712084,1.0610827033165064,1.0196111912029486,1.1446661839326113,0.9768013997486468
2023-03-09,1.0208530880637245,1.0583382767703773,1.0174749097204405,1.1406915968223226,0.9707823018622614
2023-03-10,1.0215335063202176,1.0607003751457265,1.0181690803696395,1.1460271655954737,0.9655545595113769
2023-03-13,1.0203645306199502,1.0612646659860905,1.0169764589662347,1.149587977529213,0.953479451910742
2023-03-14,1.0193909442620797,1.0600145792609703,1.0159832060387854,1.1478086663915201,0.9477140935451702
2023-03-15,1.0214979292736714,1.0603892810127586,1.0181327039707693,1.1452176013880788,0.9481858146953323
2023-03-16,1.0209981567271484,1.070940386944122,1.0176228226283894,1.1751575055882968,0.9511870984851624
2023-03-17,1.0234389940816144,1.0735006181097089,1.0201130015290893,1.1780331805047228,0.9563555558022818
2023-03-20,1.0235912568123318,1.0736603287876147,1.020268350994984,1.178212579086177,0.9486061299391583
2023-03-21,1.0226643689769959,1.0726881021381462,1.019322669573426,1.1771204999820857,0.9516419204211284
2023-03-22,1.025237610505868,1.0753872140419962,1.021948030016532,1.1801522834297307,0.9531748434130406
2023-03-23,1.0239546195715514,1.0740414654737058,1.0206389756124443,1.1786405788236824,0.9510654989471425
2023-03-24,1.0247467276261824,1.0748723195755852,1.0214471511414498,1.179573865221771,0.9422528634168018
2023-03-27,1.025733778553838,1.075907652201244,1.0224542422224943,1.180736860603148,0.9433595404065097
